,CID,TYPE,ITYPE_BEST,FITPROB_Ia,FITPROB_Ibc,FITPROB_II,CHI2_Ia,CHI2_Ibc,CHI2_II,PBAYES_Ia,PBAYES_Ibc,PBAYES_II,Ia=0__CC=1
228,5124,1,0,1,0.7791,4.26544e-11,1.4945,13.2074,87.3718,0.9988,1.17950e-03,5.77868e-20,0
229,1498,1,0,0.9997,0.9384,0.8539,0.1345,0.8007,1.9655,0.9631,1.28876e-02,2.39692e-02,0
230,6866,1,0,1,0.2997,8.27948e-04,1.0122,14.0152,31.7777,0.9999,6.93797e-05,4.26437e-09,0
231,8460,1,0,1,6.85491e-03,5.05514e-10,0.3663,28.8586,71.0894,1,9.31995e-08,3.23065e-17,0
232,2867,1,0,0.7563,0.7197,0.6024,14.4585,15.0452,16.8147,0.9423,5.75690e-02,1.71417e-04,0
233,14805,1,0,1,0.7524,8.23907e-02,0.3649,5.0484,15.3248,0.9956,4.36242e-03,7.25745e-05,0
234,14712,1,0,0.9722,0.9792,0.2813,2.2554,2.5610,9.7736,0.8655,0.1336,9.60591e-04,0
235,9633,1,-9,1,0.9997,0.9992,1.00295e-11,1.02682e-07,1.52392e-03,0.8378,0.1434,1.88607e-02,0
236,8607,1,0,1,0.9992,0.9161,3.6039,5.2197,11.2221,0.9114,8.82392e-02,3.79553e-04,0
237,9764,1,-9,1,1,0.9200,5.34477e-03,4.52236e-02,1.4386,0.9010,9.07637e-02,8.26611e-03,0
238,2497,1,0,0.9950,4.94607e-02,1.23964e-13,5.6956,27.6293,99.2220,1,5.84501e-07,1.10531e-21,0
239,1423,1,0,0.9999,0.6387,0.9680,0.5718,6.9845,2.3574,0.9614,1.30327e-02,2.55535e-02,0
240,3463,1,0,1,0.2344,2.12813e-08,1.0226,21.9467,71.9260,1,1.79065e-06,1.36421e-17,0
241,9498,1,0,1,0.1606,1.07407e-03,2.0909,23.8326,42.0907,1,3.30904e-06,3.17498e-10,0
242,745,1,0,0.9984,1.35213e-03,1.55191e-09,5.2495,41.3725,78.5228,1,7.43972e-09,1.37667e-16,0
243,11197,1,0,0.9999,0.9770,0.2032,3.7447,8.7752,23.8198,0.9963,3.73669e-03,1.11077e-06,0
244,3074,1,0,0.8496,0.8503,0.8091,4.8207,4.8134,5.2819,0.9379,1.37506e-02,4.83863e-02,0
245,9077,1,0,1,0.3947,1.83515e-02,6.99163e-02,7.3364,18.4104,0.9995,4.76134e-04,4.22635e-07,0
246,12021,1,0,0.3949,0.3626,6.65884e-02,18.9501,19.4845,28.9618,0.9447,5.51736e-02,1.20521e-04,0
247,14817,1,-9,0.9997,0.9996,0.9992,6.22446e-04,3.08395e-07,1.55823e-03,0.4798,0.4525,6.76740e-02,0
248,9468,1,-9,0.9998,0.9996,0.9624,9.24297e-08,2.00427e-07,7.65883e-02,0.7636,0.1441,9.23717e-02,0
249,4927,1,0,0.4901,0.2251,0.4646,7.4393,10.6058,7.6873,0.9776,7.19650e-04,2.17286e-02,0
250,13968,1,0,1,2.96905e-02,6.98966e-09,1.2613,30.8838,74.7489,1,1.29644e-08,4.07277e-18,0
251,6484,1,0,1,0.7073,3.32681e-03,0.8993,14.3300,37.0367,0.9999,5.45832e-05,1.61112e-10,0
252,3873,1,0,0.9999,2.02821e-02,1.61450e-03,3.6329,32.2951,39.3162,1,9.55255e-08,7.80479e-10,0
253,11640,1,0,0.9379,0.7074,0.6700,3.5596,5.4610,5.7964,0.9399,4.87010e-02,1.14076e-02,0
254,4326,1,0,1,0.8621,1.15427e-02,1.8894,12.5233,34.3061,0.9997,2.99200e-04,4.33522e-09,0
255,13498,1,0,0.9992,0.6810,0.7460,1.0893,6.5772,5.1082,0.9726,1.30232e-02,1.43368e-02,0
256,11008,1,0,1,0.9711,0.9944,2.16686e-02,0.8882,0.4315,0.7564,2.69437e-02,0.2167,0
257,9734,1,0,1,9.94153e-02,1.59125e-03,1.2827,26.0150,40.8606,1,5.60824e-07,1.56946e-10,0
258,10421,1,0,0.9612,0.8165,0.9361,8.2381,11.7258,8.3996,0.9128,2.53718e-03,8.46207e-02,0
259,14475,1,0,1,0.8568,0.2925,2.8842,12.6330,20.7451,0.9992,8.41647e-04,4.82146e-06,0
260,7071,1,0,1,0.9472,4.14005e-02,3.0518,10.2238,29.6114,0.9994,6.19922e-04,6.66272e-09,0
261,12312,1,0,0.9994,0.9037,6.63180e-02,4.6058,10.7751,27.7279,0.9970,3.04305e-03,4.26631e-08,0
262,5284,1,0,1,0.5496,2.18801e-03,1.8523,14.6615,35.3553,0.9999,1.18557e-04,1.06735e-09,0
263,3418,1,0,0.9999,2.40360e-02,7.60736e-03,1.8692,26.2527,28.5382,1,2.46866e-06,1.61980e-07,0
264,3180,1,0,0.9984,0.9978,0.9979,1.2861,1.4000,1.3804,0.7948,0.1218,8.33389e-02,0
265,7289,1,0,0.9866,0.8914,0.8367,2.2649,4.2885,4.9722,0.8857,5.20363e-02,6.22433e-02,0
266,14304,1,0,1,2.69616e-02,5.88502e-02,2.2460,31.2453,28.2155,1,9.17101e-08,2.79150e-07,0
267,12255,1,-9,0.9999,0.9998,0.9998,1.71880e-04,4.71470e-04,4.43746e-04,0.8866,5.73418e-02,5.60199e-02,0
268,12067,1,0,0.9094,0.9158,0.8366,10.6302,11.2319,13.0383,0.9961,2.69924e-03,1.24960e-03,0
269,11295,1,0,0.9948,0.9207,1,1.7543,3.8543,0.3647,0.6545,1.39218e-02,0.3316,0
270,949,1,0,0.4754,0.3868,0.4678,8.5953,9.5649,8.6753,0.7896,9.67938e-02,0.1136,0
271,14125,1,0,1,4.44772e-02,7.12756e-10,0.4885,29.3313,80.4569,1,2.67786e-08,3.24863e-19,0
272,6886,1,0,0.9927,0.7809,0.1820,7.2571,14.0474,23.2282,0.9967,3.27266e-03,1.09185e-05,0
273,9005,1,0,1,6.43729e-02,5.80216e-02,0.4850,16.1222,16.4520,0.9998,7.61627e-05,8.07376e-05,0
274,573,1,0,1,9.79986e-03,0.4297,2.0151,33.4774,18.3983,0.9998,1.02510e-07,2.22369e-04,0
275,4379,1,0,1,0.4504,1.67219e-02,2.2793,17.0586,31.6299,0.9998,1.91476e-04,1.72694e-08,0
276,7509,1,0,0.8989,0.6823,0.6823,4.1836,6.5654,6.5646,0.9841,2.65888e-03,1.32695e-02,0
277,1767,1,0,0.9997,0.7136,0.8133,0.8252,6.2603,5.2358,0.9593,8.32871e-03,3.23515e-02,0
278,14710,1,-9,0.9188,0.5289,0.5776,8.8659,14.9417,13.3194,0.2757,0.1486,0.5758,0
279,619,1,0,1,0.2046,4.02642e-15,1.8589,22.6456,109.4253,1,5.43305e-06,2.91089e-25,0
280,11208,1,0,0.9996,0.8594,8.35756e-03,0.6837,3.9744,22.1693,0.9339,6.60929e-02,9.70558e-07,0
281,12221,1,0,1,0.5425,0.9068,0.4395,6.9458,3.4003,0.9839,7.20826e-03,8.86492e-03,0
282,6402,1,0,0.8738,2.38833e-02,0.1510,9.8600,27.6474,21.7639,0.9999,9.75268e-07,1.33333e-04,0
283,14782,1,0,0.9998,0.2541,1.37584e-03,2.2351,15.9084,33.6166,0.9999,1.03722e-04,5.92415e-09,0
284,6075,1,0,1,0.3144,1.46011e-02,1.7733,19.2500,32.1053,0.9999,5.59955e-05,2.67618e-08,0
285,4461,20,-9,0.8121,0.9771,0.9760,5.2486,2.6326,2.6680,0.2961,0.4851,0.2188,1
286,3464,20,0,0.9951,0.9947,0.9915,6.8293,6.9077,7.4403,0.5628,0.3728,6.44720e-02,1
287,3050,20,-9,0.4913,0.5232,0.2548,18.4693,16.9980,22.6132,0.2217,0.7599,1.83928e-02,1
288,6896,20,-9,0.3683,0.9929,0.9041,8.6997,1.4895,2.7854,2.06388e-02,0.6042,0.3752,1
289,8606,20,0,0.4374,0.3254,0.1930,18.2796,21.2088,24.0832,0.9443,4.92377e-02,6.45563e-03,1
290,5891,20,0,0.9855,0.9265,0.6619,3.8819,5.0951,8.5657,0.6056,0.2833,0.1110,1
291,2492,20,0,0.9769,0.9582,0.8746,8.7826,9.7805,12.2517,0.4560,0.4253,0.1187,1
292,8603,20,0,0.8907,0.6453,0.5907,11.0855,15.2411,16.0263,0.8050,0.1237,7.13388e-02,1
293,139,20,0,0.9667,0.9334,0.9252,7.9941,9.2099,8.7025,0.8148,0.1180,6.72078e-02,1
294,7463,21,-9,0.3299,5.06958e-02,0.5151,21.1248,30.0875,18.1098,0.1053,7.95668e-04,0.8939,1
295,8194,22,2,0.1068,0.3054,0.5895,25.6997,20.5001,16.0440,3.28123e-03,8.06421e-02,0.9161,1
296,9444,32,-9,3.51133e-02,5.32620e-02,4.55851e-02,30.2470,27.3403,29.2347,0.2798,0.6611,5.91361e-02,1
297,9026,32,-9,0.8594,0.9105,0.8752,8.5382,7.5697,8.2620,0.1426,0.3652,0.4922,1
298,7846,32,1,0.9998,1,0.6044,2.2464,1.5436,12.0241,5.57309e-02,0.9440,2.48316e-04,1
299,11142,32,-9,0.9544,0.9758,0.5957,3.2319,2.6736,7.3988,0.3094,0.6828,7.78959e-03,1
300,7165,33,0,0.9453,0.9327,0.8762,10.2940,10.7254,12.2156,0.8142,8.51683e-02,0.1006,1
301,5215,33,0,0.9965,0.2863,0.7692,6.4767,21.9587,14.2447,0.9989,2.62244e-05,1.05064e-03,1
302,7028,20,0,0.4249,0.3058,0.3055,18.4733,19.4040,20.4984,0.9539,4.19337e-02,4.12874e-03,1
303,3213,20,-9,0.9975,0.9435,0.9999,6.1596,10.3591,3.7410,8.84672e-02,2.47285e-02,0.8868,1
304,12147,20,0,0.3909,0.2929,0.3240,20.0618,21.8270,21.2338,0.9349,1.71353e-03,6.33760e-02,1
305,11881,20,-9,0.8569,0.9808,0.9611,4.7331,2.5040,3.0788,3.37773e-02,0.1520,0.8143,1
306,13963,20,-9,0.9102,0.9944,0.9996,4.0180,1.7873,0.9311,5.61097e-02,0.1401,0.8038,1
307,4849,20,0,0.5998,0.3565,0.5575,14.9398,18.5243,14.5541,0.6126,2.70766e-02,0.3603,1
308,4697,20,0,0.9160,0.8826,0.9609,9.6925,10.4741,8.2514,0.4900,3.44892e-02,0.4755,1
309,11174,20,0,0.9524,0.7395,0.1787,3.2750,6.0041,12.6585,0.9383,5.79785e-02,3.69458e-03,1
310,1078,20,2,0.3316,8.02686e-02,0.7192,18.9464,25.6914,13.2509,4.74539e-02,1.08341e-03,0.9515,1
311,4342,20,-9,0.9838,0.8944,0.9947,0.6855,1.6557,0.4219,0.4275,7.11377e-02,0.5013,1
312,2654,22,0,0.9917,0.9356,0.9222,4.4942,6.9757,7.3068,0.5379,0.2244,0.2376,1
313,14924,22,0,0.5981,0.5981,0.5976,4.5845,4.5845,4.5881,0.8815,9.01447e-02,2.84009e-02,1
314,10804,32,0,0.9125,0.1813,1.56533e-02,3.9834,12.6051,20.3898,0.9843,1.57116e-02,8.79338e-06,1
315,5253,32,1,9.44991e-03,0.1526,8.81519e-03,36.3899,25.2470,35.2403,4.97331e-03,0.9933,1.70166e-03,1
316,1186,32,0,0.9508,0.3746,0.8795,2.7183,9.7088,3.7430,0.8138,2.00320e-02,0.1661,1
317,4646,33,0,0.6152,0.5621,0.6190,16.6261,17.4098,16.5701,0.7532,3.52999e-02,0.2115,1
318,3267,33,0,0.9787,0.9519,0.9896,7.3373,8.6024,5.8500,0.7891,0.1317,7.92307e-02,1
319,474,20,0,1,0.9042,1,0.7806,5.5057,1.1098,0.8149,3.74005e-03,0.1814,1
320,5939,20,0,0.9653,0.5950,0.6217,8.7467,15.9654,14.6361,0.9157,6.24129e-02,2.18810e-02,1
321,2911,20,-9,0.9734,0.9012,0.8912,2.7484,4.1505,4.2919,0.1633,0.2962,0.5404,1
322,7861,20,0,0.9947,0.9324,0.9303,1.7607,3.6595,3.6961,0.4686,0.2384,0.2930,1
323,3400,20,-9,0.8491,0.7400,0.9128,8.7118,10.2986,7.5208,0.1310,6.08157e-02,0.8081,1
324,8479,20,0,0.9959,0.9769,0.9761,6.6311,8.7851,8.8360,0.7061,2.52684e-02,0.2687,1
325,13591,20,-9,0.7860,0.9613,0.9553,13.9605,9.6382,9.9023,7.29326e-02,0.6318,0.2953,1
326,8636,20,-9,0.9365,0.9695,0.9331,10.6025,9.2298,10.7144,0.2985,0.4596,0.2418,1
327,4848,21,0,0.8886,0.8238,0.7481,10.3443,11.5989,12.8208,0.7296,0.1916,7.87725e-02,1
328,5180,22,0,0.9974,0.9989,0.9937,1.4632,1.1710,1.8463,0.6175,0.3039,7.85822e-02,1
329,14653,22,0,0.9945,0.4723,0.6608,6.3621,17.7497,15.9475,0.9689,5.29246e-03,2.58208e-02,1
330,4253,32,-9,0.9760,0.8895,0.8891,4.86113e-02,0.2342,0.2352,0.7970,8.62168e-02,0.1168,1
331,6309,32,0,0.4490,0.2919,0.2145,19.1218,21.8470,22.4044,0.8514,6.79387e-02,8.06672e-02,1
332,5358,32,0,1,0.8425,0.9978,2.2116,12.0914,5.5181,0.9936,7.69379e-05,6.30848e-03,1
333,14155,33,0,0.9983,0.9401,0.4607,2.4745,5.4765,11.8139,0.9255,6.80350e-02,6.43636e-03,1
334,10906,33,0,0.6714,0.5288,0.6461,15.7879,17.9041,16.1670,0.7685,0.1918,3.97645e-02,1
335,11660,20,0,0.9132,0.7745,0.9920,3.3133,5.6483,1.9668,0.5770,2.82404e-02,0.3948,1
336,11865,20,2,0.8350,0.9059,0.9762,13.0687,11.4981,8.8281,2.16768e-02,4.49107e-02,0.9334,1
337,2000,20,-9,0.9253,0.4866,0.8904,3.1393,8.4795,4.3027,0.2449,4.95738e-03,0.7502,1
338,9162,20,1,0.1071,0.8000,8.65095e-08,26.8965,12.8563,68.3279,3.91276e-04,0.9996,2.97608e-13,1
339,14542,20,-9,0.9842,0.9998,0.9999,6.9510,3.5752,3.0752,4.67512e-02,0.3326,0.6206,1
340,14267,20,0,0.9878,0.9862,0.9936,6.6328,6.7801,5.9389,0.5491,0.1739,0.2770,1
341,14153,20,-9,0.9195,0.9100,0.7976,11.1261,11.3903,13.7579,0.3947,0.1942,0.4111,1
342,9613,20,0,0.9983,0.9983,0.9967,1.3225,1.3110,1.5516,0.6147,9.00963e-02,0.2952,1
343,2018,20,-9,0.9241,0.8954,0.9073,10.9914,11.7652,11.4620,0.2621,0.2965,0.4413,1
344,6864,20,0,0.9974,0.9873,0.9558,5.6613,7.3083,9.1648,0.4506,0.2913,0.2581,1
345,8695,22,0,0.9853,0.9419,0.9759,8.1302,10.4171,8.1773,0.9888,1.32512e-03,9.82728e-03,1
346,12356,22,0,0.6955,0.8686,0.1728,15.4204,12.3842,24.6375,0.7349,0.2636,1.49867e-03,1
347,3712,32,-9,1,0.9998,0.9995,1.86053e-03,7.36699e-03,1.01849e-03,0.7094,3.42764e-02,0.2563,1
348,3743,32,-9,1,1,0.9981,2.8164,2.5437,5.9257,0.3847,0.5960,1.92204e-02,1
349,5805,32,0,0.1382,9.57420e-02,8.90279e-02,24.5365,26.1787,26.4921,0.6838,0.2560,6.01568e-02,1
350,103,33,0,0.8438,0.8161,0.8303,12.8977,13.4257,13.1601,0.8367,0.1120,5.13326e-02,1
351,1546,33,0,0.9857,0.9577,0.8223,6.2054,7.6830,10.7895,0.9521,4.40750e-02,3.86498e-03,1
352,2161,20,-9,0.7354,0.9359,0.6137,6.0448,3.5959,7.2254,0.3119,0.5789,0.1092,1
353,5305,20,2,0.8763,0.3542,0.9997,8.2420,15.3565,2.4632,9.45397e-02,1.54148e-03,0.9039,1
354,11408,20,0,0.9098,0.1986,0.9171,4.0237,12.2686,3.2592,0.5590,8.27111e-04,0.4402,1
355,10455,20,-9,0.8985,0.6859,0.9717,4.1902,6.5303,2.8014,0.3916,0.1281,0.4803,1
356,9796,20,-9,1,0.8961,0.9999,2.5068,10.9589,3.4212,0.4285,6.20962e-03,0.5653,1
357,8518,20,-9,0.9998,0.9883,0.4592,3.57251e-02,0.3227,4.6565,0.9850,1.40991e-02,9.04453e-04,1
358,3650,20,0,0.9993,0.9853,0.9998,0.3373,1.0094,0.2211,0.5308,7.97581e-02,0.3895,1
359,12886,20,-9,0.7991,0.9088,0.8120,13.7315,11.4238,13.5000,0.2142,0.3712,0.4147,1
360,14631,20,-9,0.4258,0.7167,0.6216,19.4907,14.1883,15.5837,0.2892,0.6142,9.66402e-02,1
361,5478,21,0,2.06057e-07,4.23838e-34,0,66.0747,206.8598,384.5576,1,7.09389e-32,0,1
362,5565,22,0,0.9872,0.9872,0.9899,6.6901,6.6879,6.4186,0.5703,0.2923,0.1374,1
363,171,32,0,0.9976,0.9937,0.8844,3.5614,4.2569,8.0931,0.8642,0.1342,1.60432e-03,1
364,8552,32,0,0.9993,0.9934,0.9927,4.2083,5.9732,6.0662,0.6571,0.1945,0.1484,1
365,10909,32,0,0.7896,0.5652,0.6940,5.4907,6.7372,6.4515,0.9660,1.24659e-02,2.15783e-02,1
366,1479,33,-9,0.3369,0.9709,0.9255,18.8551,7.7878,9.4392,1.74154e-03,0.6029,0.3953,1
367,11159,33,0,0.8180,0.8415,0.8606,13.3895,12.9429,12.5543,0.7647,0.1816,5.37554e-02,1
368,10725,33,0,0.4527,0.2514,0.4640,19.0651,22.6876,18.8883,0.7840,1.42662e-02,0.2017,1
369,13481,20,-9,0.9571,0.9186,0.9910,9.1114,10.3853,6.8878,0.1273,4.78160e-02,0.8249,1
370,13283,20,2,0.8851,0.4069,0.9817,11.2134,19.7974,8.4410,3.68113e-02,3.68550e-04,0.9628,1
371,1005,20,2,0.8792,0.9522,0.9997,11.3445,10.0316,4.6542,5.29660e-03,6.68839e-03,0.9880,1
372,4840,20,0,0.9807,0.5581,0.8177,7.8553,16.4936,12.5472,0.9698,2.89159e-03,2.72844e-02,1
373,3966,20,-9,0.9735,0.9991,0.9988,8.3195,4.8164,5.0148,0.1029,0.5024,0.3947,1
374,1846,20,-9,0.5174,0.9978,0.9999,8.1668,1.3996,0.7137,1.15818e-02,0.3947,0.5937,1
375,13177,20,1,0.7128,0.9974,0.6616,14.2479,5.6506,15.0047,8.45771e-03,0.9909,5.97737e-04,1
376,9458,20,-9,0.9691,0.9992,0.9993,7.8755,4.7239,4.6485,5.00026e-02,0.1522,0.7978,1
377,5762,20,0,0.8539,0.8273,0.8162,11.0510,11.5383,11.7296,0.5115,0.2326,0.2559,1
378,14581,20,2,0.6538,0.9901,0.9999,6.8398,2.0849,0.6755,1.40656e-02,6.52242e-02,0.9207,1
379,7286,21,-9,0.9997,0.9998,0.9993,6.69238e-04,4.33101e-08,1.40268e-03,0.1352,0.7118,0.1530,1
380,4201,22,1,0.5967,0.9097,9.05045e-03,7.3885,3.3613,21.9464,7.13591e-02,0.9286,7.97437e-05,1
381,7710,22,0,5.77680e-05,7.51463e-06,2.19947e-05,49.1213,54.7502,51.8135,0.8234,5.94683e-02,0.1172,1
382,6456,32,0,0.9990,0.8232,0.9307,5.4404,13.2940,10.0361,0.9877,2.22222e-03,1.01237e-02,1
383,9418,32,-9,0.9053,0.8900,0.7408,11.5157,11.8966,14.7113,0.2644,0.4937,0.2419,1
384,6640,32,0,0.9999,0.9981,0.9988,3.9785,5.4000,5.5682,0.8446,0.1223,3.30644e-02,1
385,9346,33,0,0.8415,0.8344,0.6627,4.1693,4.9984,6.7541,0.8240,0.1066,6.94916e-02,1
386,13551,33,0,1,0.9897,0.6945,2.7120,5.8396,13.6093,0.9059,9.35339e-02,6.07498e-04,1
387,10056,33,0,0.9275,0.1842,3.51679e-03,10.8893,24.3187,39.7612,0.9994,6.00012e-04,1.98771e-07,1
388,11082,20,-9,0.4920,0.7647,0.8864,16.4525,12.5665,10.3915,0.2246,0.3429,0.4325,1
389,9369,20,0,0.9988,0.9922,0.9992,1.2054,1.9522,1.0965,0.8423,6.57589e-02,9.19782e-02,1
390,9809,20,-9,0.7784,0.4519,0.6809,14.0902,19.0772,14.7229,0.2172,6.78898e-03,0.7760,1
391,10815,20,-9,1.63320e-05,1.99806e-09,4.05279e-04,34.1235,54.3579,26.5272,4.40954e-03,7.69362e-08,0.9956,1
392,13633,20,0,2.07667e-02,4.94759e-08,2.22557e-03,19.5690,49.5678,24.0759,0.9597,1.98966e-08,4.02842e-02,1
393,4259,20,0,0.9980,0.7997,0.8345,1.3745,5.3836,4.2435,0.7328,0.1282,0.1390,1
394,6206,20,0,0.6011,0.7337,0.5400,7.3465,6.0616,7.9423,0.6959,0.1685,0.1356,1
395,2412,20,-9,0.8674,0.9997,0.9996,11.5958,4.1353,4.3509,1.37555e-03,0.4601,0.5385,1
396,8609,20,-9,0.1603,0.5832,0.6684,22.6692,15.1704,13.9822,1.34677e-03,0.7635,0.2351,1
397,7172,21,2,2.62660e-02,1.33072e-07,0.9228,32.6653,67.2126,11.0314,5.15847e-06,3.82628e-13,1,1
398,8869,22,0,0.1824,3.41735e-03,1.98565e-02,20.8994,35.4775,29.6584,0.9800,1.51848e-03,1.84968e-02,1
399,6799,32,0,0.9204,0.1533,0.3072,10.3347,25.2236,21.5508,0.9999,6.12571e-06,6.81179e-05,1
400,7147,32,0,0.9990,0.4846,0.8670,5.4017,18.5714,12.4171,0.9982,2.52817e-05,1.77500e-03,1
401,11202,32,0,0.6437,0.6277,0.6511,16.2036,15.4962,16.0925,0.8653,8.53594e-02,4.93570e-02,1
402,12639,33,0,0.9943,0.8874,0.6602,6.9771,11.9582,15.9556,0.9909,8.62306e-03,4.48354e-04,1
403,10378,33,0,0.9999,0.9962,0.9996,3.9472,6.5692,4.8398,0.8293,4.53629e-02,0.1254,1
404,12629,20,-9,0.8644,0.4339,0.9641,12.4744,19.3613,9.5057,0.4363,2.25081e-03,0.5614,1
405,725,20,-9,0.9690,0.9110,0.9074,6.29583e-02,0.1864,0.1944,0.6503,0.1937,0.1560,1
406,11697,20,0,0.8194,0.7290,0.9079,8.3593,10.4443,7.6261,0.3992,0.3352,0.2657,1
407,9864,20,-9,0.9924,0.4473,0.9988,7.3055,19.1499,5.5350,0.4633,2.52450e-04,0.5365,1
408,13570,20,0,0.4483,2.25668e-03,2.94872e-07,16.0664,36.7733,61.4741,1,1.84353e-05,2.88337e-10,1
409,7792,20,-9,0.9896,0.9898,0.9900,0.1182,0.1166,0.1150,0.7715,9.83873e-02,0.1301,1
410,9903,20,-9,0.8343,0.8760,0.9999,5.0005,4.4940,0.6218,0.1155,0.1372,0.7473,1
411,3563,20,0,0.7870,0.7460,0.7711,9.6536,10.2195,9.8774,0.8275,7.67281e-02,9.57282e-02,1
412,12195,20,0,7.47698e-05,2.56191e-26,9.03135e-21,32.5319,139.8399,113.0382,1,1.11124e-23,1.48907e-17,1
413,5974,20,-9,0.7959,0.8822,0.7635,5.4242,4.4135,5.7621,0.1763,0.2565,0.5671,1
414,3006,21,2,0.1197,6.21215e-02,0.5802,23.9913,26.7317,14.2484,1.85910e-02,2.07740e-03,0.9793,1
415,10782,22,0,0.5198,8.98730e-02,0.3025,18.0388,26.4515,20.5544,0.8542,4.80977e-03,0.1410,1
416,13882,22,2,1.68759e-06,8.96045e-02,0.4613,56.9601,23.9954,16.8982,1.36369e-09,9.50948e-02,0.9049,1
417,2207,32,0,0.2394,9.75243e-02,4.75639e-23,22.9545,26.0986,150.9972,0.9008,9.92062e-02,2.35218e-28,1
418,12391,32,0,0.6114,1.55093e-02,9.11697e-02,7.2476,20.4165,14.9915,0.9978,5.81650e-05,2.16677e-03,1
419,4044,32,0,0.9777,0.9650,0.6077,2.6112,2.9826,6.3534,0.8989,9.72331e-02,3.87127e-03,1
420,8981,33,0,0.8934,0.7045,0.6944,11.8157,15.2829,15.4379,0.7082,0.1988,9.29083e-02,1
421,1930,33,0,0.3455,1.56471e-07,3.11478e-03,17.6380,63.0913,35.7691,0.9999,1.95560e-11,8.69011e-05,1
422,9118,20,0,7.60198e-02,0.1550,0.1007,25.9152,24.0002,24.7375,0.4698,0.3531,0.1771,1
423,9998,20,0,0.3896,0.5201,0.7271,9.5329,7.1543,6.1278,0.6575,9.51530e-02,0.2474,1
424,10435,20,-9,1,1,1,3.3872,3.4428,3.6017,0.2165,0.3774,0.4062,1
425,6245,20,0,0.7302,0.4311,0.1766,6.0971,9.0666,11.4683,0.9402,5.06899e-02,9.06753e-03,1
426,371,20,-9,0.6990,0.8921,0.9328,5.5369,4.2798,3.6522,4.73745e-02,7.88575e-02,0.8738,1
427,13342,20,0,0.7776,0.5888,0.7472,14.1033,17.0160,13.7194,0.5798,1.77850e-02,0.4024,1
428,3592,20,2,0.6033,2.20446e-02,0.6917,15.8452,30.6461,14.5631,6.11030e-02,1.92084e-04,0.9387,1
429,7315,20,0,0.9959,0.9758,0.8619,5.5118,8.1818,11.7098,0.9546,3.85699e-02,6.84680e-03,1
430,6677,20,-9,0.1064,0.4686,0.2256,14.4750,7.6477,11.7860,4.93720e-02,0.8012,0.1494,1
431,473,21,0,0.9997,9.96629e-02,0.9650,4.5776,27.2186,9.4596,0.9813,2.93123e-07,1.86595e-02,1
432,6660,22,0,0.9345,0.5908,0.8839,9.1790,15.0644,10.4455,0.6475,9.14279e-03,0.3434,1
433,8542,22,0,0.7733,0.7739,0.7736,5.6610,5.6553,5.6581,0.6626,0.1642,0.1732,1
434,11154,32,0,0.9986,0.9238,0.8994,2.7895,7.2702,7.8011,0.9801,1.80298e-02,1.89594e-03,1
435,3353,32,1,9.09205e-02,0.8058,0.1116,27.6248,13.6119,25.5047,3.72975e-03,0.9951,1.21162e-03,1
436,7955,32,-9,0.9899,0.9863,0.9961,7.0259,7.4022,6.0282,0.2966,7.66372e-02,0.6268,1
437,8435,33,0,0.9998,0.6725,0.9393,3.9113,15.7710,9.7639,0.9970,2.56616e-04,2.70637e-03,1
438,1154,33,0,0.9907,0.9720,0.9649,0.5370,0.8758,0.9710,0.5912,0.1927,0.2161,1
439,10258,20,0,0.9391,0.9575,0.9387,9.7710,9.0936,9.7841,0.5972,0.1932,0.2096,1
440,12170,20,-9,0.8701,0.9957,0.9666,11.5401,6.1073,8.6865,4.92258e-02,0.6372,0.3136,1
441,10282,20,0,0.9934,0.1862,0.9349,7.1397,24.2647,10.6537,0.7439,8.16030e-05,0.2560,1
442,2261,20,0,6.54934e-06,1.17720e-10,1.81634e-09,36.2336,60.5407,54.5671,0.9999,8.22532e-07,5.25787e-05,1
443,11757,20,2,0.8485,0.9502,1,11.9760,9.3842,3.1222,1.16464e-02,1.59644e-02,0.9724,1
444,8349,20,0,0.8676,0.6344,0.7034,3.8824,7.0266,6.3598,0.9426,3.56907e-02,2.17320e-02,1
445,254,20,0,0.9824,0.8616,0.9242,8.3851,12.5324,10.9883,0.8788,6.54782e-03,0.1146,1
446,4634,20,-9,0.9716,0.9814,0.9840,2.8027,2.4804,2.3778,0.1816,0.2106,0.6078,1
447,1812,20,0,0.3710,1.85344e-03,2.96262e-04,20.3975,40.3780,46.0041,0.9995,4.77867e-04,5.62636e-06,1
448,4630,22,-9,0.6740,0.6422,0.7054,15.7482,16.2255,15.2682,0.4426,0.5145,4.28160e-02,1
449,7646,22,0,0.7886,0.3799,0.5242,12.1890,18.1426,15.9952,0.8685,4.62375e-02,8.52975e-02,1
450,13994,32,0,0.9259,0.7686,0.5558,10.1793,13.3791,16.5278,0.9719,2.76356e-02,4.20033e-04,1
451,2262,32,0,0.9208,0.9810,0.9696,3.8532,2.4953,2.8606,0.3971,0.3785,0.2244,1
452,14373,32,-9,0.9794,0.9973,3.13245e-04,8.6077,6.2464,45.8381,0.3600,0.6400,4.48075e-10,1
453,7549,33,0,1,0.9999,0.9999,2.4748,3.0748,3.1428,0.8295,9.99730e-02,7.05284e-02,1
454,967,33,0,0.9986,0.9660,0.9904,4.6555,7.3459,6.3676,0.8219,0.1522,2.59599e-02,1
